period,duoarea,area-name,product,product-name,process,process-name,series,series-description,value,units
2003-10,NUS-NMY,MYS,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103MY2,U.S. Liquefied Natural Gas Imports From Malaysia (MMcf),0,MMCF
2003-10,NUS-NTC,ARE,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103UA2,U.S. Liquefied Natural Gas Imports From The United Arab Emirates (MMcf),0,MMCF
2003-09,NUS-NTC,ARE,EPG0,Natural Gas,PML,LNG Imports (Price),N9103UA3,Price of U.S. Liquefied Natural Gas Imports From The United Arab Emirates (Dollars per Thousand Cubic Feet),,$/MCF
2003-09,NUS-ZXC,NA,EPG0,Natural Gas,PML,LNG Imports (Price),N9103983,Price of U.S. Liquefied Natural Gas Imports From Other Countries (Dollars per Thousand Cubic Feet),,$/MCF
2003-09,NUS-NAS,AUS,EPG0,Natural Gas,PML,LNG Imports (Price),N9103AU3,Price of U.S. Liquefied Natural Gas Imports From Australia (Dollars per Thousand Cubic Feet),,$/MCF
2003-09,NUS-NAG,DZA,EPG0,Natural Gas,PML,LNG Imports (Price),N9103AG3,Price of U.S. Liquefied Natural Gas Imports From Algeria (Dollars per Thousand Cubic Feet),4.99,$/MCF
2003-09,NUS-Z00,U.S.,EPG0,Natural Gas,PML,LNG Imports (Price),N9103US3,Price of U.S. Natural Gas LNG Imports (Dollars per Thousand Cubic Feet),4.6,$/MCF
2003-09,NUS-NQA,QAT,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103QR2,U.S. Liquefied Natural Gas Imports From Qatar (MMcf),5760,MMCF
2003-09,NUS-NID,IDN,EPG0,Natural Gas,PML,LNG Imports (Price),N9103ID3,Price of U.S. Liquefied Natural Gas Imports From Indonesia (Dollars per Thousand Cubic Feet),,$/MCF
2003-09,NUS-NTD,TTO,EPG0,Natural Gas,PML,LNG Imports (Price),N9103TD3,Price of U.S. Liquefied Natural Gas Imports From Trinidad and Tobago (Dollars per Thousand Cubic Feet),4.55,$/MCF
2003-09,NUS-NNI,NGA,EPG0,Natural Gas,PML,LNG Imports (Price),N9103NG3,Price of U.S. Liquefied Natural Gas Imports From Nigeria (Dollars per Thousand Cubic Feet),4.56,$/MCF
2003-09,NUS-Z00,U.S.,EPG0,Natural Gas,PM0,Imports Price,N9100US3,Price of U.S. Natural Gas Imports (Dollars per Thousand Cubic Feet),4.67,$/MCF
2003-09,NUS-NTD,TTO,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103TD2,U.S. Liquefied Natural Gas Imports From Trinidad and Tobago (MMcf),29312,MMCF
2003-09,NUS-NMU,OMN,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103MU2,U.S. Liquefied Natural Gas Imports From Oman (MMcf),2322,MMCF
2003-09,NUS-NBX,BRN,EPG0,Natural Gas,PML,LNG Imports (Price),N9103BX3,Price of U.S. Liquefied Natural Gas Imports From Brunei (Dollars per Thousand Cubic Feet),,$/MCF
2003-09,NUS-ZXC,NA,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103982,U.S. Liquefied Natural Gas Imports From Other Countries (MMcf),0,MMCF
2003-09,NUS-NAG,DZA,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103AG2,U.S. Liquefied Natural Gas Imports From Algeria (MMcf),8191,MMCF
2003-09,NUS-NCA,CAN,EPG0,Natural Gas,PRP,Pipeline Imports Price,N9102CN3,Price of U.S. Natural Gas Pipeline Imports From Canada (Dollars per Thousand Cubic Feet),4.69,$/MCF
2003-09,NUS-NQA,QAT,EPG0,Natural Gas,PML,LNG Imports (Price),N9103QR3,Price of U.S. Liquefied Natural Gas Imports From Qatar (Dollars per Thousand Cubic Feet),4.79,$/MCF
2003-09,NUS-NMU,OMN,EPG0,Natural Gas,PML,LNG Imports (Price),N9103MU3,Price of U.S. Liquefied Natural Gas Imports From Oman (Dollars per Thousand Cubic Feet),3.52,$/MCF
2003-09,NUS-NCA,CAN,EPG0,Natural Gas,IRP,Pipeline Imports,N9102CN2,U.S. Natural Gas Pipeline Imports From Canada (MMcf),266841,MMCF
2003-09,NUS-NAS,AUS,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103AU2,U.S. Liquefied Natural Gas Imports From Australia (MMcf),0,MMCF
2003-09,NUS-NNI,NGA,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103NG2,U.S. Liquefied Natural Gas Imports From Nigeria (MMcf),8250,MMCF
2003-09,NUS-NMY,MYS,EPG0,Natural Gas,PML,LNG Imports (Price),N9103MY3,Price of U.S. Liquefied Natural Gas Imports From Malaysia (Dollars per Thousand Cubic Feet),,$/MCF
2003-09,NUS-Z00,U.S.,EPG0,Natural Gas,IRP,Pipeline Imports,N9102US2,U.S. Natural Gas Pipeline Imports (MMcf),266841,MMCF
2003-09,NUS-NID,IDN,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103ID2,U.S. Liquefied Natural Gas Imports From Indonesia (MMcf),0,MMCF
2003-09,NUS-NMY,MYS,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103MY2,U.S. Liquefied Natural Gas Imports From Malaysia (MMcf),0,MMCF
2003-09,NUS-Z00,U.S.,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103US2,U.S. Liquefied Natural Gas Imports (MMcf),53835,MMCF
2003-09,NUS-NEG,EGY,EPG0,Natural Gas,PML,LNG Imports (Price),N9103EG3,Price of U.S. Liquefied Natural Gas Imports From Egypt (Dollars per Thousand Cubic Feet),,$/MCF
2003-09,NUS-NMX,MEX,EPG0,Natural Gas,IRP,Pipeline Imports,N9102MX2,U.S. Natural Gas Pipeline Imports From Mexico (MMcf),0,MMCF
2003-09,NUS-NTC,ARE,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103UA2,U.S. Liquefied Natural Gas Imports From The United Arab Emirates (MMcf),0,MMCF
2003-09,NUS-NBX,BRN,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103BX2,U.S. Liquefied Natural Gas Imports From Brunei (MMcf),0,MMCF
2003-09,NUS-Z00,U.S.,EPG0,Natural Gas,PRP,Pipeline Imports Price,N9102US3,U.S. Natural Gas Pipeline Imports Price (Dollars per Thousand Cubic Feet),4.69,$/MCF
2003-09,NUS-NMX,MEX,EPG0,Natural Gas,PRP,Pipeline Imports Price,N9102MX3,Price of U.S. Natural Gas Pipeline Imports From Mexico (Dollars per Thousand Cubic Feet),,$/MCF
2003-08,NUS-NNI,NGA,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103NG2,U.S. Liquefied Natural Gas Imports From Nigeria (MMcf),8132,MMCF
2003-08,NUS-NMX,MEX,EPG0,Natural Gas,IRP,Pipeline Imports,N9102MX2,U.S. Natural Gas Pipeline Imports From Mexico (MMcf),0,MMCF
2003-08,NUS-NQA,QAT,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103QR2,U.S. Liquefied Natural Gas Imports From Qatar (MMcf),0,MMCF
2003-08,NUS-NMX,MEX,EPG0,Natural Gas,PRP,Pipeline Imports Price,N9102MX3,Price of U.S. Natural Gas Pipeline Imports From Mexico (Dollars per Thousand Cubic Feet),,$/MCF
2003-08,NUS-Z00,U.S.,EPG0,Natural Gas,PML,LNG Imports (Price),N9103US3,Price of U.S. Natural Gas LNG Imports (Dollars per Thousand Cubic Feet),4.4,$/MCF
2003-08,NUS-Z00,U.S.,EPG0,Natural Gas,PM0,Imports Price,N9100US3,Price of U.S. Natural Gas Imports (Dollars per Thousand Cubic Feet),4.54,$/MCF
2003-08,NUS-NAS,AUS,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103AU2,U.S. Liquefied Natural Gas Imports From Australia (MMcf),0,MMCF
2003-08,NUS-Z00,U.S.,EPG0,Natural Gas,PRP,Pipeline Imports Price,N9102US3,U.S. Natural Gas Pipeline Imports Price (Dollars per Thousand Cubic Feet),4.56,$/MCF
2003-08,NUS-NAG,DZA,EPG0,Natural Gas,PML,LNG Imports (Price),N9103AG3,Price of U.S. Liquefied Natural Gas Imports From Algeria (Dollars per Thousand Cubic Feet),4.47,$/MCF
2003-08,NUS-NTC,ARE,EPG0,Natural Gas,PML,LNG Imports (Price),N9103UA3,Price of U.S. Liquefied Natural Gas Imports From The United Arab Emirates (Dollars per Thousand Cubic Feet),,$/MCF
2003-08,NUS-NQA,QAT,EPG0,Natural Gas,PML,LNG Imports (Price),N9103QR3,Price of U.S. Liquefied Natural Gas Imports From Qatar (Dollars per Thousand Cubic Feet),,$/MCF
2003-08,NUS-NMU,OMN,EPG0,Natural Gas,PML,LNG Imports (Price),N9103MU3,Price of U.S. Liquefied Natural Gas Imports From Oman (Dollars per Thousand Cubic Feet),3.52,$/MCF
2003-08,NUS-NEG,EGY,EPG0,Natural Gas,PML,LNG Imports (Price),N9103EG3,Price of U.S. Liquefied Natural Gas Imports From Egypt (Dollars per Thousand Cubic Feet),,$/MCF
2003-08,NUS-NCA,CAN,EPG0,Natural Gas,IRP,Pipeline Imports,N9102CN2,U.S. Natural Gas Pipeline Imports From Canada (MMcf),282616,MMCF
2003-08,NUS-NTD,TTO,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103TD2,U.S. Liquefied Natural Gas Imports From Trinidad and Tobago (MMcf),35466,MMCF
2003-08,NUS-NMY,MYS,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103MY2,U.S. Liquefied Natural Gas Imports From Malaysia (MMcf),0,MMCF
2003-08,NUS-NCA,CAN,EPG0,Natural Gas,PRP,Pipeline Imports Price,N9102CN3,Price of U.S. Natural Gas Pipeline Imports From Canada (Dollars per Thousand Cubic Feet),4.56,$/MCF
2003-08,NUS-NMY,MYS,EPG0,Natural Gas,PML,LNG Imports (Price),N9103MY3,Price of U.S. Liquefied Natural Gas Imports From Malaysia (Dollars per Thousand Cubic Feet),,$/MCF
2003-08,NUS-NID,IDN,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103ID2,U.S. Liquefied Natural Gas Imports From Indonesia (MMcf),0,MMCF
2003-08,NUS-Z00,U.S.,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103US2,U.S. Liquefied Natural Gas Imports (MMcf),49012,MMCF
2003-08,NUS-NMU,OMN,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103MU2,U.S. Liquefied Natural Gas Imports From Oman (MMcf),2646,MMCF
2003-08,NUS-NID,IDN,EPG0,Natural Gas,PML,LNG Imports (Price),N9103ID3,Price of U.S. Liquefied Natural Gas Imports From Indonesia (Dollars per Thousand Cubic Feet),,$/MCF
2003-08,NUS-NTC,ARE,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103UA2,U.S. Liquefied Natural Gas Imports From The United Arab Emirates (MMcf),0,MMCF
2003-08,NUS-NAS,AUS,EPG0,Natural Gas,PML,LNG Imports (Price),N9103AU3,Price of U.S. Liquefied Natural Gas Imports From Australia (Dollars per Thousand Cubic Feet),,$/MCF
2003-08,NUS-NNI,NGA,EPG0,Natural Gas,PML,LNG Imports (Price),N9103NG3,Price of U.S. Liquefied Natural Gas Imports From Nigeria (Dollars per Thousand Cubic Feet),4.5,$/MCF
2003-08,NUS-Z00,U.S.,EPG0,Natural Gas,IRP,Pipeline Imports,N9102US2,U.S. Natural Gas Pipeline Imports (MMcf),282616,MMCF
2003-08,NUS-NTD,TTO,EPG0,Natural Gas,PML,LNG Imports (Price),N9103TD3,Price of U.S. Liquefied Natural Gas Imports From Trinidad and Tobago (Dollars per Thousand Cubic Feet),4.44,$/MCF
2003-08,NUS-ZXC,NA,EPG0,Natural Gas,PML,LNG Imports (Price),N9103983,Price of U.S. Liquefied Natural Gas Imports From Other Countries (Dollars per Thousand Cubic Feet),,$/MCF
2003-08,NUS-NBX,BRN,EPG0,Natural Gas,PML,LNG Imports (Price),N9103BX3,Price of U.S. Liquefied Natural Gas Imports From Brunei (Dollars per Thousand Cubic Feet),,$/MCF
2003-08,NUS-ZXC,NA,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103982,U.S. Liquefied Natural Gas Imports From Other Countries (MMcf),0,MMCF
2003-08,NUS-NBX,BRN,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103BX2,U.S. Liquefied Natural Gas Imports From Brunei (MMcf),0,MMCF
2003-08,NUS-NAG,DZA,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103AG2,U.S. Liquefied Natural Gas Imports From Algeria (MMcf),2768,MMCF
2003-07,NUS-Z00,U.S.,EPG0,Natural Gas,PRP,Pipeline Imports Price,N9102US3,U.S. Natural Gas Pipeline Imports Price (Dollars per Thousand Cubic Feet),5.08,$/MCF
2003-07,NUS-NCA,CAN,EPG0,Natural Gas,PRP,Pipeline Imports Price,N9102CN3,Price of U.S. Natural Gas Pipeline Imports From Canada (Dollars per Thousand Cubic Feet),5.08,$/MCF
2003-07,NUS-NBX,BRN,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103BX2,U.S. Liquefied Natural Gas Imports From Brunei (MMcf),0,MMCF
2003-07,NUS-NCA,CAN,EPG0,Natural Gas,IRP,Pipeline Imports,N9102CN2,U.S. Natural Gas Pipeline Imports From Canada (MMcf),282729,MMCF
2003-07,NUS-NNI,NGA,EPG0,Natural Gas,PML,LNG Imports (Price),N9103NG3,Price of U.S. Liquefied Natural Gas Imports From Nigeria (Dollars per Thousand Cubic Feet),5.26,$/MCF
2003-07,NUS-NQA,QAT,EPG0,Natural Gas,PML,LNG Imports (Price),N9103QR3,Price of U.S. Liquefied Natural Gas Imports From Qatar (Dollars per Thousand Cubic Feet),6.22,$/MCF
2003-07,NUS-NID,IDN,EPG0,Natural Gas,PML,LNG Imports (Price),N9103ID3,Price of U.S. Liquefied Natural Gas Imports From Indonesia (Dollars per Thousand Cubic Feet),,$/MCF
2003-07,NUS-Z00,U.S.,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103US2,U.S. Liquefied Natural Gas Imports (MMcf),57803,MMCF
2003-07,NUS-Z00,U.S.,EPG0,Natural Gas,IRP,Pipeline Imports,N9102US2,U.S. Natural Gas Pipeline Imports (MMcf),282729,MMCF
2003-07,NUS-NMU,OMN,EPG0,Natural Gas,PML,LNG Imports (Price),N9103MU3,Price of U.S. Liquefied Natural Gas Imports From Oman (Dollars per Thousand Cubic Feet),,$/MCF
2003-07,NUS-NMY,MYS,EPG0,Natural Gas,PML,LNG Imports (Price),N9103MY3,Price of U.S. Liquefied Natural Gas Imports From Malaysia (Dollars per Thousand Cubic Feet),4.97,$/MCF
2003-07,NUS-NAS,AUS,EPG0,Natural Gas,PML,LNG Imports (Price),N9103AU3,Price of U.S. Liquefied Natural Gas Imports From Australia (Dollars per Thousand Cubic Feet),,$/MCF
2003-07,NUS-NNI,NGA,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103NG2,U.S. Liquefied Natural Gas Imports From Nigeria (MMcf),2770,MMCF
2003-07,NUS-NTD,TTO,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103TD2,U.S. Liquefied Natural Gas Imports From Trinidad and Tobago (MMcf),43874,MMCF
2003-07,NUS-NID,IDN,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103ID2,U.S. Liquefied Natural Gas Imports From Indonesia (MMcf),0,MMCF
2003-07,NUS-Z00,U.S.,EPG0,Natural Gas,PML,LNG Imports (Price),N9103US3,Price of U.S. Natural Gas LNG Imports (Dollars per Thousand Cubic Feet),5.27,$/MCF
2003-07,NUS-NAG,DZA,EPG0,Natural Gas,PML,LNG Imports (Price),N9103AG3,Price of U.S. Liquefied Natural Gas Imports From Algeria (Dollars per Thousand Cubic Feet),6.47,$/MCF
2003-07,NUS-ZXC,NA,EPG0,Natural Gas,PML,LNG Imports (Price),N9103983,Price of U.S. Liquefied Natural Gas Imports From Other Countries (Dollars per Thousand Cubic Feet),,$/MCF
2003-07,NUS-NMU,OMN,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103MU2,U.S. Liquefied Natural Gas Imports From Oman (MMcf),0,MMCF
2003-07,NUS-NQA,QAT,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103QR2,U.S. Liquefied Natural Gas Imports From Qatar (MMcf),2993,MMCF
2003-07,NUS-NTD,TTO,EPG0,Natural Gas,PML,LNG Imports (Price),N9103TD3,Price of U.S. Liquefied Natural Gas Imports From Trinidad and Tobago (Dollars per Thousand Cubic Feet),5.07,$/MCF
2003-07,NUS-NMX,MEX,EPG0,Natural Gas,IRP,Pipeline Imports,N9102MX2,U.S. Natural Gas Pipeline Imports From Mexico (MMcf),0,MMCF
2003-07,NUS-Z00,U.S.,EPG0,Natural Gas,PM0,Imports Price,N9100US3,Price of U.S. Natural Gas Imports (Dollars per Thousand Cubic Feet),5.11,$/MCF
2003-07,NUS-NEG,EGY,EPG0,Natural Gas,PML,LNG Imports (Price),N9103EG3,Price of U.S. Liquefied Natural Gas Imports From Egypt (Dollars per Thousand Cubic Feet),,$/MCF
2003-07,NUS-NBX,BRN,EPG0,Natural Gas,PML,LNG Imports (Price),N9103BX3,Price of U.S. Liquefied Natural Gas Imports From Brunei (Dollars per Thousand Cubic Feet),,$/MCF
2003-07,NUS-NMX,MEX,EPG0,Natural Gas,PRP,Pipeline Imports Price,N9102MX3,Price of U.S. Natural Gas Pipeline Imports From Mexico (Dollars per Thousand Cubic Feet),,$/MCF
2003-07,NUS-NTC,ARE,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103UA2,U.S. Liquefied Natural Gas Imports From The United Arab Emirates (MMcf),0,MMCF
2003-07,NUS-NAG,DZA,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103AG2,U.S. Liquefied Natural Gas Imports From Algeria (MMcf),5462,MMCF
2003-07,NUS-NMY,MYS,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103MY2,U.S. Liquefied Natural Gas Imports From Malaysia (MMcf),2704,MMCF
2003-07,NUS-NAS,AUS,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103AU2,U.S. Liquefied Natural Gas Imports From Australia (MMcf),0,MMCF
2003-07,NUS-ZXC,NA,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103982,U.S. Liquefied Natural Gas Imports From Other Countries (MMcf),0,MMCF
2003-07,NUS-NTC,ARE,EPG0,Natural Gas,PML,LNG Imports (Price),N9103UA3,Price of U.S. Liquefied Natural Gas Imports From The United Arab Emirates (Dollars per Thousand Cubic Feet),,$/MCF
2004-05,NUS-Z00,U.S.,EPG0,Natural Gas,PM0,Imports Price,N9100US3,Price of U.S. Natural Gas Imports (Dollars per Thousand Cubic Feet),5.63,$/MCF
2004-05,NUS-NCA,CAN,EPG0,Natural Gas,IRP,Pipeline Imports,N9102CN2,U.S. Natural Gas Pipeline Imports From Canada (MMcf),273379,MMCF
2004-05,NUS-ZXC,NA,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103982,U.S. Liquefied Natural Gas Imports From Other Countries (MMcf),0,MMCF
2004-05,NUS-NCA,CAN,EPG0,Natural Gas,PRP,Pipeline Imports Price,N9102CN3,Price of U.S. Natural Gas Pipeline Imports From Canada (Dollars per Thousand Cubic Feet),5.63,$/MCF
2004-05,NUS-ZXC,NA,EPG0,Natural Gas,PML,LNG Imports (Price),N9103983,Price of U.S. Liquefied Natural Gas Imports From Other Countries (Dollars per Thousand Cubic Feet),,$/MCF
2004-05,NUS-NAG,DZA,EPG0,Natural Gas,PML,LNG Imports (Price),N9103AG3,Price of U.S. Liquefied Natural Gas Imports From Algeria (Dollars per Thousand Cubic Feet),5.54,$/MCF
2004-05,NUS-Z00,U.S.,EPG0,Natural Gas,PML,LNG Imports (Price),N9103US3,Price of U.S. Natural Gas LNG Imports (Dollars per Thousand Cubic Feet),5.62,$/MCF
2004-05,NUS-NAG,DZA,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103AG2,U.S. Liquefied Natural Gas Imports From Algeria (MMcf),5367,MMCF
2004-05,NUS-NAS,AUS,EPG0,Natural Gas,PML,LNG Imports (Price),N9103AU3,Price of U.S. Liquefied Natural Gas Imports From Australia (Dollars per Thousand Cubic Feet),5.9,$/MCF
2004-05,NUS-NMU,OMN,EPG0,Natural Gas,PML,LNG Imports (Price),N9103MU3,Price of U.S. Liquefied Natural Gas Imports From Oman (Dollars per Thousand Cubic Feet),5.76,$/MCF
2004-05,NUS-NMX,MEX,EPG0,Natural Gas,PRP,Pipeline Imports Price,N9102MX3,Price of U.S. Natural Gas Pipeline Imports From Mexico (Dollars per Thousand Cubic Feet),,$/MCF
2004-05,NUS-NID,IDN,EPG0,Natural Gas,PML,LNG Imports (Price),N9103ID3,Price of U.S. Liquefied Natural Gas Imports From Indonesia (Dollars per Thousand Cubic Feet),,$/MCF
2004-05,NUS-NBX,BRN,EPG0,Natural Gas,PML,LNG Imports (Price),N9103BX3,Price of U.S. Liquefied Natural Gas Imports From Brunei (Dollars per Thousand Cubic Feet),,$/MCF
2004-05,NUS-NQA,QAT,EPG0,Natural Gas,PML,LNG Imports (Price),N9103QR3,Price of U.S. Liquefied Natural Gas Imports From Qatar (Dollars per Thousand Cubic Feet),6.35,$/MCF
2004-05,NUS-Z00,U.S.,EPG0,Natural Gas,IRP,Pipeline Imports,N9102US2,U.S. Natural Gas Pipeline Imports (MMcf),273379,MMCF
2004-05,NUS-NAS,AUS,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103AU2,U.S. Liquefied Natural Gas Imports From Australia (MMcf),2945,MMCF
2004-05,NUS-NNI,NGA,EPG0,Natural Gas,PML,LNG Imports (Price),N9103NG3,Price of U.S. Liquefied Natural Gas Imports From Nigeria (Dollars per Thousand Cubic Feet),,$/MCF
2004-05,NUS-NMX,MEX,EPG0,Natural Gas,IRP,Pipeline Imports,N9102MX2,U.S. Natural Gas Pipeline Imports From Mexico (MMcf),0,MMCF
2004-05,NUS-NBX,BRN,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103BX2,U.S. Liquefied Natural Gas Imports From Brunei (MMcf),0,MMCF
2004-05,NUS-NTD,TTO,EPG0,Natural Gas,PML,LNG Imports (Price),N9103TD3,Price of U.S. Liquefied Natural Gas Imports From Trinidad and Tobago (Dollars per Thousand Cubic Feet),5.59,$/MCF
2004-05,NUS-NEG,EGY,EPG0,Natural Gas,PML,LNG Imports (Price),N9103EG3,Price of U.S. Liquefied Natural Gas Imports From Egypt (Dollars per Thousand Cubic Feet),,$/MCF
2004-05,NUS-NTD,TTO,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103TD2,U.S. Liquefied Natural Gas Imports From Trinidad and Tobago (MMcf),35980,MMCF
2004-05,NUS-NMY,MYS,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103MY2,U.S. Liquefied Natural Gas Imports From Malaysia (MMcf),2667,MMCF
2004-05,NUS-Z00,U.S.,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103US2,U.S. Liquefied Natural Gas Imports (MMcf),53162,MMCF
2004-05,NUS-NMU,OMN,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103MU2,U.S. Liquefied Natural Gas Imports From Oman (MMcf),3203,MMCF
2004-05,NUS-Z00,U.S.,EPG0,Natural Gas,PRP,Pipeline Imports Price,N9102US3,U.S. Natural Gas Pipeline Imports Price (Dollars per Thousand Cubic Feet),5.63,$/MCF
2004-05,NUS-NMY,MYS,EPG0,Natural Gas,PML,LNG Imports (Price),N9103MY3,Price of U.S. Liquefied Natural Gas Imports From Malaysia (Dollars per Thousand Cubic Feet),4.91,$/MCF
2004-05,NUS-NTC,ARE,EPG0,Natural Gas,PML,LNG Imports (Price),N9103UA3,Price of U.S. Liquefied Natural Gas Imports From The United Arab Emirates (Dollars per Thousand Cubic Feet),,$/MCF
2004-05,NUS-NID,IDN,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103ID2,U.S. Liquefied Natural Gas Imports From Indonesia (MMcf),0,MMCF
2004-05,NUS-NTC,ARE,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103UA2,U.S. Liquefied Natural Gas Imports From The United Arab Emirates (MMcf),0,MMCF
2004-05,NUS-NQA,QAT,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103QR2,U.S. Liquefied Natural Gas Imports From Qatar (MMcf),2999,MMCF
2004-05,NUS-NNI,NGA,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103NG2,U.S. Liquefied Natural Gas Imports From Nigeria (MMcf),0,MMCF
2004-04,NUS-NID,IDN,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103ID2,U.S. Liquefied Natural Gas Imports From Indonesia (MMcf),0,MMCF
2004-04,NUS-NMU,OMN,EPG0,Natural Gas,PML,LNG Imports (Price),N9103MU3,Price of U.S. Liquefied Natural Gas Imports From Oman (Dollars per Thousand Cubic Feet),,$/MCF
2004-04,NUS-NMX,MEX,EPG0,Natural Gas,IRP,Pipeline Imports,N9102MX2,U.S. Natural Gas Pipeline Imports From Mexico (MMcf),0,MMCF
2004-04,NUS-NBX,BRN,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103BX2,U.S. Liquefied Natural Gas Imports From Brunei (MMcf),0,MMCF
2004-04,NUS-NTD,TTO,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103TD2,U.S. Liquefied Natural Gas Imports From Trinidad and Tobago (MMcf),35138,MMCF
2004-04,NUS-NQA,QAT,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103QR2,U.S. Liquefied Natural Gas Imports From Qatar (MMcf),2925,MMCF
2004-04,NUS-ZXC,NA,EPG0,Natural Gas,PML,LNG Imports (Price),N9103983,Price of U.S. Liquefied Natural Gas Imports From Other Countries (Dollars per Thousand Cubic Feet),,$/MCF
2004-04,NUS-NAG,DZA,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103AG2,U.S. Liquefied Natural Gas Imports From Algeria (MMcf),7998,MMCF
2004-04,NUS-NMY,MYS,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103MY2,U.S. Liquefied Natural Gas Imports From Malaysia (MMcf),0,MMCF
2004-04,NUS-NTC,ARE,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103UA2,U.S. Liquefied Natural Gas Imports From The United Arab Emirates (MMcf),0,MMCF
2004-04,NUS-Z00,U.S.,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103US2,U.S. Liquefied Natural Gas Imports (MMcf),46061,MMCF
2004-04,NUS-NCA,CAN,EPG0,Natural Gas,PRP,Pipeline Imports Price,N9102CN3,Price of U.S. Natural Gas Pipeline Imports From Canada (Dollars per Thousand Cubic Feet),5.2,$/MCF
2004-04,NUS-Z00,U.S.,EPG0,Natural Gas,PRP,Pipeline Imports Price,N9102US3,U.S. Natural Gas Pipeline Imports Price (Dollars per Thousand Cubic Feet),5.2,$/MCF
2004-04,NUS-NTD,TTO,EPG0,Natural Gas,PML,LNG Imports (Price),N9103TD3,Price of U.S. Liquefied Natural Gas Imports From Trinidad and Tobago (Dollars per Thousand Cubic Feet),5.25,$/MCF
2004-04,NUS-NAS,AUS,EPG0,Natural Gas,PML,LNG Imports (Price),N9103AU3,Price of U.S. Liquefied Natural Gas Imports From Australia (Dollars per Thousand Cubic Feet),,$/MCF
2004-04,NUS-NNI,NGA,EPG0,Natural Gas,IML,Liquefied Natural Gas Imports,N9103NG2,U.S. Liquefied Natural Gas Imports From Nigeria (MMcf),0,MMCF
