period,duoarea,area-name,product,product-name,process,process-name,series,series-description,value,units
2000-05,SAL,USA-AL,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020AL3,Alabama Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),7.05,$/MCF
2000-05,SMI,USA-MI,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020MI4,Percent of Commercial Natural Gas Deliveries in Michigan Represented by the Price (%),51.3,%
2000-05,SLA,USA-LA,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020LA4,Percent of Commercial Natural Gas Deliveries in Louisiana Represented by the Price (%),96.8,%
2000-05,SKY,USA-KY,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020KY4,Percent of Commercial Natural Gas Deliveries in Kentucky Represented by the Price (%),79.3,%
2000-05,SWY,USA-WY,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020WY4,Percent of Commercial Natural Gas Deliveries in Wyoming Represented by the Price (%),89.9,%
2000-05,SDE,USA-DE,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020DE4,Percent of Commercial Natural Gas Deliveries in Delaware Represented by the Price (%),98.6,%
2000-05,SKS,USA-KS,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020KS4,Percent of Commercial Natural Gas Deliveries in Kansas Represented by the Price (%),55.4,%
2000-05,SMT,USA-MT,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010MT3,Montana Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),6.49,$/MCF
2000-05,SUT,USA-UT,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010UT3,Utah Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),6.81,$/MCF
2000-05,SAL,USA-AL,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010AL3,Alabama Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),9.45,$/MCF
2000-05,SSD,USA-SD,EPG0,Natural Gas,PG1,City Gate Price,N3050SD3,Natural Gas Citygate Price in South Dakota (Dollars per Thousand Cubic Feet),7.12,$/MCF
2000-05,SAZ,USA-AZ,EPG0,Natural Gas,PG1,City Gate Price,N3050AZ3,Natural Gas Citygate Price in Arizona (Dollars per Thousand Cubic Feet),3.84,$/MCF
2000-05,SCT,USA-CT,EPG0,Natural Gas,PG1,City Gate Price,N3050CT3,Natural Gas Citygate Price in Connecticut (Dollars per Thousand Cubic Feet),6.62,$/MCF
2000-05,SFL,FLORIDA,EPG0,Natural Gas,PG1,City Gate Price,N3050FL3,Natural Gas Citygate Price in Florida (Dollars per Thousand Cubic Feet),4.07,$/MCF
2000-05,SNV,USA-NV,EPG0,Natural Gas,PG1,City Gate Price,N3050NV3,Natural Gas Citygate Price in Nevada (Dollars per Thousand Cubic Feet),4.39,$/MCF
2000-05,SIN,USA-IN,EPG0,Natural Gas,PG1,City Gate Price,N3050IN3,Natural Gas Citygate Price in Indiana (Dollars per Thousand Cubic Feet),3.09,$/MCF
2000-05,SMA,MASSACHUSETTS,EPG0,Natural Gas,PG1,City Gate Price,N3050MA3,Natural Gas Citygate Price in Massachusetts (Dollars per Thousand Cubic Feet),5.85,$/MCF
2000-05,STN,USA-TN,EPG0,Natural Gas,PG1,City Gate Price,N3050TN3,Natural Gas Citygate Price in Tennessee (Dollars per Thousand Cubic Feet),3.94,$/MCF
2000-05,SDE,USA-DE,EPG0,Natural Gas,PG1,City Gate Price,N3050DE3,Natural Gas Citygate Price in Delaware (Dollars per Thousand Cubic Feet),2.82,$/MCF
2000-05,SMO,USA-MO,EPG0,Natural Gas,PG1,City Gate Price,N3050MO3,Natural Gas Citygate Price in Missouri (Dollars per Thousand Cubic Feet),5.66,$/MCF
2000-05,SFL,FLORIDA,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020FL3,Florida Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),7.39,$/MCF
2000-05,SMS,USA-MS,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020MS3,Mississippi Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),5.68,$/MCF
2000-05,SGA,USA-GA,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020GA3,Georgia Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),2.45,$/MCF
2000-05,SRI,USA-RI,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020RI4,Percent of Commercial Natural Gas Deliveries in Rhode Island Represented by the Price (%),60.6,%
2000-05,SIA,USA-IA,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020IA4,Percent of Commercial Natural Gas Deliveries in Iowa Represented by the Price (%),54.5,%
2000-05,SID,USA-ID,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020ID4,Percent of Commercial Natural Gas Deliveries in Idaho Represented by the Price (%),83.5,%
2000-05,SIN,USA-IN,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020IN4,Percent of Commercial Natural Gas Deliveries in Indiana Represented by the Price (%),72,%
2000-05,STN,USA-TN,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020TN4,Percent of Commercial Natural Gas Deliveries in Tennessee Represented by the Price (%),91.3,%
2000-05,SND,USA-ND,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020ND4,Percent of Commercial Natural Gas Deliveries in North Dakota Represented by the Price (%),82.6,%
2000-05,SMO,USA-MO,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020MO4,Percent of Commercial Natural Gas Deliveries in Missouri Represented by the Price (%),75.9,%
2000-05,SCO,COLORADO,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010CO3,Colorado Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),6.05,$/MCF
2000-05,SAK,USA-AK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010AK3,Alaska Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),3.66,$/MCF
2000-05,SLA,USA-LA,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010LA3,Louisiana Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),9.5,$/MCF
2000-05,SMD,USA-MD,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010MD3,Maryland Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),11.76,$/MCF
2000-05,SMS,USA-MS,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010MS3,Mississippi Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),5.97,$/MCF
2000-05,SNV,USA-NV,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NV3,Nevada Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),7.18,$/MCF
2000-05,SIN,USA-IN,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010IN3,Indiana Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),7.76,$/MCF
2000-05,SWY,USA-WY,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010WY3,Wyoming Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),5.69,$/MCF
2000-05,NUS-Z00,U.S.,EPG0,Natural Gas,PRP,Pipeline Imports Price,N9102US3,U.S. Natural Gas Pipeline Imports Price (Dollars per Thousand Cubic Feet),3.05,$/MCF
2000-05,SLA,USA-LA,EPG0,Natural Gas,PG1,City Gate Price,N3050LA3,Natural Gas Citygate Price in Louisiana (Dollars per Thousand Cubic Feet),3.51,$/MCF
2000-05,SPA,USA-PA,EPG0,Natural Gas,PG1,City Gate Price,N3050PA3,Natural Gas Citygate Price in Pennsylvania (Dollars per Thousand Cubic Feet),6.08,$/MCF
2000-05,SHI,USA-HI,EPG0,Natural Gas,PG1,City Gate Price,N3050HI3,Natural Gas Citygate Price in Hawaii (Dollars per Thousand Cubic Feet),8.84,$/MCF
2000-05,SIA,USA-IA,EPG0,Natural Gas,PG1,City Gate Price,N3050IA3,Natural Gas Citygate Price in Iowa (Dollars per Thousand Cubic Feet),7,$/MCF
2000-05,SOR,USA-OR,EPG0,Natural Gas,PG1,City Gate Price,N3050OR3,Natural Gas Citygate Price in Oregon (Dollars per Thousand Cubic Feet),3.58,$/MCF
2000-05,SNC,USA-NC,EPG0,Natural Gas,PG1,City Gate Price,N3050NC3,Natural Gas Citygate Price in North Carolina (Dollars per Thousand Cubic Feet),4.47,$/MCF
2000-05,SWY,USA-WY,EPG0,Natural Gas,PG1,City Gate Price,N3050WY3,Natural Gas Citygate Price in Wyoming (Dollars per Thousand Cubic Feet),4.04,$/MCF
2000-05,SCO,COLORADO,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020CO3,Colorado Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),5.02,$/MCF
2000-05,SHI,USA-HI,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020HI3,Hawaii Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),17.59,$/MCF
2000-05,SWV,USA-WV,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020WV3,West Virginia Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),6.68,$/MCF
2000-05,SSC,USA-SC,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020SC3,South Carolina Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),6.45,$/MCF
2000-05,SDC,USA-DC,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020DC3,District of Columbia Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),8.49,$/MCF
2000-05,SND,USA-ND,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020ND3,North Dakota Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),5.36,$/MCF
2000-05,SNH,USA-NH,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020NH4,Percent of Commercial Natural Gas Deliveries in New Hampshire Represented by the Price (%),82.8,%
2000-05,SVT,USA-VT,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020VT4,Percent of Commercial Natural Gas Deliveries in Vermont Represented by the Price (%),100,%
2000-05,SNV,USA-NV,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020NV4,Percent of Commercial Natural Gas Deliveries in Nevada Represented by the Price (%),47,%
2000-05,NUS,U.S.,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020US4,Percent of Commercial Natural Gas Deliveries in U.S. Total Represented by the Price (%),60.9,%
2000-05,SNE,USA-NE,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020NE4,Percent of Commercial Natural Gas Deliveries in Nebraska Represented by the Price (%),54.4,%
2000-05,SIL,USA-IL,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010IL3,Illinois Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),8.58,$/MCF
2000-05,SID,USA-ID,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010ID3,Idaho Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),5.99,$/MCF
2000-05,SAR,USA-AR,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010AR3,Arkansas Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),13.4,$/MCF
2000-05,NUS-Z00,U.S.,EPG0,Natural Gas,PML,LNG Imports (Price),N9103US3,Price of U.S. Natural Gas LNG Imports (Dollars per Thousand Cubic Feet),3.06,$/MCF
2000-05,NUS-Z00,U.S.,EPG0,Natural Gas,PM0,Imports Price,N9100US3,Price of U.S. Natural Gas Imports (Dollars per Thousand Cubic Feet),3.05,$/MCF
2000-05,SKY,USA-KY,EPG0,Natural Gas,PG1,City Gate Price,N3050KY3,Natural Gas Citygate Price in Kentucky (Dollars per Thousand Cubic Feet),4.94,$/MCF
2000-05,SWV,USA-WV,EPG0,Natural Gas,PG1,City Gate Price,N3050WV3,Natural Gas Citygate Price in West Virginia (Dollars per Thousand Cubic Feet),3.06,$/MCF
2000-05,SMD,USA-MD,EPG0,Natural Gas,PG1,City Gate Price,N3050MD3,Natural Gas Citygate Price in Maryland (Dollars per Thousand Cubic Feet),6.74,$/MCF
2000-05,SNJ,USA-NJ,EPG0,Natural Gas,PG1,City Gate Price,N3050NJ3,Natural Gas Citygate Price in New Jersey (Dollars per Thousand Cubic Feet),6.02,$/MCF
2000-05,STX,TEXAS,EPG0,Natural Gas,PG1,City Gate Price,N3050TX3,Natural Gas Citygate Price in Texas (Dollars per Thousand Cubic Feet),3.15,$/MCF
2000-05,NUS,U.S.,EPG0,Natural Gas,PG1,City Gate Price,N3050US3,U.S. Natural Gas Citygate Price (Dollars per Thousand Cubic Feet),4.15,$/MCF
2000-05,SMI,USA-MI,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020MI3,Michigan Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),4.94,$/MCF
2000-05,SIA,USA-IA,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020IA3,Iowa Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),9.7,$/MCF
2000-05,SME,USA-ME,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020ME3,Maine Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),7.9,$/MCF
2000-05,NUS,U.S.,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020US3,U.S. Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),5.97,$/MCF
2000-05,SSD,USA-SD,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020SD4,Percent of Commercial Natural Gas Deliveries in South Dakota Represented by the Price (%),80.2,%
2000-05,SIL,USA-IL,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020IL4,Percent of Commercial Natural Gas Deliveries in Illinois Represented by the Price (%),33.6,%
2000-05,SHI,USA-HI,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020HI4,Percent of Commercial Natural Gas Deliveries in Hawaii Represented by the Price (%),100,%
2000-05,SWV,USA-WV,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020WV4,Percent of Commercial Natural Gas Deliveries in West Virginia Represented by the Price (%),49,%
2000-05,SWA,WASHINGTON,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020WA4,Percent of Commercial Natural Gas Deliveries in Washington Represented by the Price (%),93,%
2000-05,SMD,USA-MD,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020MD4,Percent of Commercial Natural Gas Deliveries in Maryland Represented by the Price (%),29.8,%
2000-05,SNY,NEW YORK,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020NY4,Percent of Commercial Natural Gas Deliveries in New York Represented by the Price (%),38.8,%
2000-05,SDC,USA-DC,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020DC4,Percent of Commercial Natural Gas Deliveries in District of Columbia Represented by the Price (%),30.8,%
2000-05,SMN,MINNESOTA,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020MN4,Percent of Commercial Natural Gas Deliveries in Minnesota Represented by the Price (%),99.2,%
2000-05,SHI,USA-HI,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010HI3,Hawaii Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),22.11,$/MCF
2000-05,SCA,CALIFORNIA,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010CA3,California Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),7.78,$/MCF
2000-05,SFL,FLORIDA,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010FL3,Florida Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),13.77,$/MCF
2000-05,NUS,U.S.,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010US3,U.S. Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),8.26,$/MCF
2000-05,SVA,USA-VA,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010VA3,Virginia Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),9.32,$/MCF
2000-05,SRI,USA-RI,EPG0,Natural Gas,PG1,City Gate Price,N3050RI3,Natural Gas Citygate Price in Rhode Island (Dollars per Thousand Cubic Feet),3.74,$/MCF
2000-05,SOK,USA-OK,EPG0,Natural Gas,PG1,City Gate Price,N3050OK3,Natural Gas Citygate Price in Oklahoma (Dollars per Thousand Cubic Feet),3.36,$/MCF
2000-05,SND,USA-ND,EPG0,Natural Gas,PG1,City Gate Price,N3050ND3,Natural Gas Citygate Price in North Dakota (Dollars per Thousand Cubic Feet),4.12,$/MCF
2000-05,SMN,MINNESOTA,EPG0,Natural Gas,PG1,City Gate Price,N3050MN3,Natural Gas Citygate Price in Minnesota (Dollars per Thousand Cubic Feet),3.64,$/MCF
2000-05,NUS-Z00,U.S.,EPG0,Natural Gas,PEX,Exports (Price),N9130US3,Price of U.S. Natural Gas Exports (Dollars per Thousand Cubic Feet),3.52,$/MCF
2000-05,SNH,USA-NH,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020NH3,New Hampshire Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),7.04,$/MCF
2000-05,SCT,USA-CT,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020CT3,Connecticut Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),5.3,$/MCF
2000-05,SVT,USA-VT,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020VT3,Vermont Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),6.2,$/MCF
2000-05,SNV,USA-NV,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020NV3,Nevada Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),5.66,$/MCF
2000-05,SNE,USA-NE,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020NE3,Nebraska Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),4.71,$/MCF
2000-05,SCO,COLORADO,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020CO4,Percent of Commercial Natural Gas Deliveries in Colorado Represented by the Price (%),98.7,%
2000-05,SSC,USA-SC,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020SC4,Percent of Commercial Natural Gas Deliveries in South Carolina Represented by the Price (%),100,%
2000-05,SMT,USA-MT,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020MT4,Percent of Commercial Natural Gas Deliveries in Montana Represented by the Price (%),63.5,%
2000-05,SMS,USA-MS,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020MS4,Percent of Commercial Natural Gas Deliveries in Mississippi Represented by the Price (%),94.4,%
2000-05,SOK,USA-OK,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020OK4,Percent of Commercial Natural Gas Deliveries in Oklahoma Represented by the Price (%),62.3,%
2000-05,SUT,USA-UT,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020UT4,Percent of Commercial Natural Gas Deliveries in Utah Represented by the Price (%),76.4,%
2000-05,SNJ,USA-NJ,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020NJ4,Percent of Commercial Natural Gas Deliveries in New Jersey Represented by the Price (%),79.1,%
2000-05,SVA,USA-VA,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020VA4,Percent of Commercial Natural Gas Deliveries in Virginia Represented by the Price (%),53.4,%
2000-05,SSD,USA-SD,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010SD3,South Dakota Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),9.27,$/MCF
2000-05,SIA,USA-IA,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010IA3,Iowa Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),12.02,$/MCF
2000-05,SWV,USA-WV,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010WV3,West Virginia Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),7.76,$/MCF
2000-05,SOR,USA-OR,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010OR3,Oregon Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),8,$/MCF
2000-05,SSC,USA-SC,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010SC3,South Carolina Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),8.61,$/MCF
2000-05,SCT,USA-CT,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010CT3,Connecticut Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),11.15,$/MCF
2000-05,SOK,USA-OK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010OK3,Oklahoma Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),8.83,$/MCF
2000-05,SDC,USA-DC,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010DC3,District of Columbia Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),10.7,$/MCF
2000-05,SMA,MASSACHUSETTS,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010MA3,Massachusetts Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),9.3,$/MCF
2000-05,STN,USA-TN,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010TN3,Tennessee Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),7.66,$/MCF
2000-05,SMO,USA-MO,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010MO3,Missouri Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),8.43,$/MCF
2000-05,SMI,USA-MI,EPG0,Natural Gas,PG1,City Gate Price,N3050MI3,Natural Gas Citygate Price in Michigan (Dollars per Thousand Cubic Feet),3,$/MCF
2000-05,SNH,USA-NH,EPG0,Natural Gas,PG1,City Gate Price,N3050NH3,Natural Gas Citygate Price in New Hampshire (Dollars per Thousand Cubic Feet),4.02,$/MCF
2000-05,SSC,USA-SC,EPG0,Natural Gas,PG1,City Gate Price,N3050SC3,Natural Gas Citygate Price in South Carolina (Dollars per Thousand Cubic Feet),4.55,$/MCF
2000-05,SWI,USA-WI,EPG0,Natural Gas,PG1,City Gate Price,N3050WI3,Natural Gas Citygate Price in Wisconsin (Dollars per Thousand Cubic Feet),4.2,$/MCF
2000-05,SMT,USA-MT,EPG0,Natural Gas,PG1,City Gate Price,N3050MT3,Natural Gas Citygate Price in Montana (Dollars per Thousand Cubic Feet),2.9,$/MCF
2000-05,SNM,USA-NM,EPG0,Natural Gas,PG1,City Gate Price,N3050NM3,Natural Gas Citygate Price in New Mexico (Dollars per Thousand Cubic Feet),2.96,$/MCF
2000-05,SDC,USA-DC,EPG0,Natural Gas,PG1,City Gate Price,N3050DC3,Natural Gas Citygate Price in the District of Columbia (Dollars per Thousand Cubic Feet),,$/MCF
2000-05,SAL,USA-AL,EPG0,Natural Gas,PG1,City Gate Price,N3050AL3,Natural Gas Citygate Price in Alabama (Dollars per Thousand Cubic Feet),4.2,$/MCF
2000-05,SVA,USA-VA,EPG0,Natural Gas,PG1,City Gate Price,N3050VA3,Natural Gas Citygate Price in Virginia (Dollars per Thousand Cubic Feet),7.28,$/MCF
2000-05,SNE,USA-NE,EPG0,Natural Gas,PG1,City Gate Price,N3050NE3,Natural Gas Citygate Price in Nebraska (Dollars per Thousand Cubic Feet),3.73,$/MCF
2000-05,SAR,USA-AR,EPG0,Natural Gas,PG1,City Gate Price,N3050AR3,Natural Gas Citygate Price in Arkansas (Dollars per Thousand Cubic Feet),3.4,$/MCF
2000-05,SOR,USA-OR,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020OR3,Oregon Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),5.34,$/MCF
2000-05,SOK,USA-OK,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020OK3,Oklahoma Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),6.16,$/MCF
2000-05,SWY,USA-WY,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020WY3,Wyoming Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),4.76,$/MCF
2000-05,SUT,USA-UT,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020UT3,Utah Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),4.39,$/MCF
2000-05,SNJ,USA-NJ,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020NJ3,New Jersey Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),2.55,$/MCF
2000-05,SDE,USA-DE,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020DE3,Delaware Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),6.9,$/MCF
2000-05,SAR,USA-AR,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020AR3,Arkansas Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),7.71,$/MCF
2000-05,SWI,USA-WI,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020WI4,Percent of Commercial Natural Gas Deliveries in Wisconsin Represented by the Price (%),72.4,%
2000-05,SNC,USA-NC,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020NC4,Percent of Commercial Natural Gas Deliveries in North Carolina Represented by the Price (%),100,%
2000-05,SAL,USA-AL,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020AL4,Percent of Commercial Natural Gas Deliveries in Alabama Represented by the Price (%),80.6,%
2000-05,SAR,USA-AR,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020AR4,Percent of Commercial Natural Gas Deliveries in Arkansas Represented by the Price (%),83.5,%
2000-05,SWA,WASHINGTON,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010WA3,Washington Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),6.78,$/MCF
2000-05,SWI,USA-WI,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010WI3,Wisconsin Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),6.56,$/MCF
2000-05,SNC,USA-NC,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NC3,North Carolina Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),11,$/MCF
2000-05,SNM,USA-NM,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NM3,New Mexico Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),9.25,$/MCF
